puuid,rank
mlILoG1Waci-8_q1L50RVVgsaCgM0mgzwKciLyMc-CGAvh8PxvtTu_RikVKDeO7jHmIz57h6E2Q0WA,SILVER II
U5Kh-GldjPWZsU2OTdB7mfj4SSISoZ7cGj_ylWthMlR_SvhBJWVvqIAW7D7gSgwJrhA-o2PnfXtk6A,SILVER III
Pru7iM6Jdtpv8lsrqhyelJg9Pjlp7drDfxHvw3Q2Y047j8lZUW5lx-fuT0cuiJt0yEBSdQ03GcYbvg,SILVER IV
0n4V1STb60iwqCA1x8N8egIYhlCKKjnok7MeJxjt_JOqoj2EFEkBmNTZuTFX_l98UfD4RsqQqtk_jQ,BRONZE I
83FEBmAZvHRLD83tAnZIB9ZHYx0tKQrnQpYkJoAQr1Udg35vtCJQByOO-AJS-YMdnKHSCZGAY5PumQ,BRONZE II
c_vTUuL8JcTZBWscGuCLqZ2mOQMFTLcbOzOGhlD2Xf0Lk-lhP0N2HdFncr3e7w46bzfioHH44Dsgww,SILVER IV
kiLCeqRL3oR9weRcrYYfFhgYX3BFn5n5kc5-SyH12k4ZgZkXnM4IyazClDRHDCeTDadCsgr9WRA-rg,BRONZE II
VkquUnXyDO1jsSW9W2XbSjjc8oGsffm2DUR6rFPmIVb0i7B7abYijk46KSixfX5uvdzZCZDckPyrlw,IRON III
U-tS_88l6zfipG_IH_EEHewWzWejIgbvoZswj9Ab15bi9qllNCdz6Cnnd9ZvmSVB4eDPbKTSsrFb1w,BRONZE III
tmgARstEPtWXotn5BPAMB9IwqpyxzQ6V4323Oz-AqPTfLqpxoIqzAkAkGVDGGK0vnKSIDQa44a-ttA,BRONZE I
kiioAseyXVT5y_IdthK6ZXVqLDGyRVE5U1GyP54GY16xWxvzX_z5VQ0BBF9NS0GFHpPnt1PpH5tOXw,BRONZE II
XJaZZIhXI-MSB1rkFOu-RKFYtuXwfRV41cmTSivNL9iEkFAJ3zVHE7y84RAUI-ZtsrD1DdKi39e1_w,BRONZE I
-0BmeG_P90DgWJFydMOcXrCIxD3KpwAjS241yodZJfPTjYsY68SJFDELAUKQAYyMsQrDGt-Gm8mPtg,BRONZE III
VpB-Ge3LRqx_tDaUnnUsm00yBn1gvBJgA27wslklKjolNZDleUX8h2Cdd-yZL4KiIsrti2yLFCqUzg,BRONZE III
-WhQAb7BqZT4YpAQFJs8w72XZMUwWjPsHrlYSHs-ufHz4a3MSDGGPfZgozzmoYdV_fqti8H3urZRug,SILVER IV
g4q9DsS55MT_9KkD-Gjpowo-WkcNofs1UFverkV6Pmp9E8Zzq0e4o-fKLD7hXo00E5gaCobFdR0KSA,SILVER IV
xkBLtCwpyGFrIl_FH6AIVZ0JK5L5-77s7Anu5GuDgdnp6fHtSs1mjibaZxfmsNuz_MmSam61-9waaA,BRONZE II
QPbmUsdCqh0UvPLWXjlFo2vDE1aTsrHbzstEWqB6POAA3DnUEadZO_cXQs3L7rrXc_sbTBYR8PhGFA,SILVER IV
xpq5AnpVIChcXQTxXV9TQKXdeSIILBb02vRsClICahWRumouK6bg2Z6bV_PBHNtkCQaTxoua5T_AEA,BRONZE II
moFhj8sgQBZXLr7xAGvUdfNoZIZvlNTv95ynXAy-6o_o53KZk3IuJFFNGedfh_63e5yNJ7_aGJ3LBg,BRONZE II
OvJf-BrtrcBAuqMqFBmRl61qVmowM20BmWgkqqRkz5v3uLGVWMytf5-oSXNI1DOsO7YMky_TN1FKTw,BRONZE II
tq7UVB1fZCloPbf9_it6BGBAXzqHclwh9pFapaJdgRP1oIy3oKZ3_iGaCV9w4T_ZV4sxb5b7gPYRtA,SILVER IV
eA5wfB3j1cmi05axb0zVHM6LSGUNcOM4qY9LSx_TjraMrEM_5Wtp9252bcNlozsY4HEDLg7-qReikw,BRONZE I
zEzusjiuIalGguUwKDr723ZWUiNgWylwh93fFsUQuPEWJ2WwS8VvJApQ22z-gOWZrLbWp5TRv1ewOw,BRONZE II
Uvbj11fMeuheZ4XLG2G0u9xwYF79qOjjCx9XG8a2vsO4fsHfOEiJLDp2rd1H8DNKb8ueNw0OvsRtuw,BRONZE III
rYjgaZ-nmsPwVm9ByTNBfk6W2MfbxceKg5MadA_fPgK1svPQ-5cY1CV46elrmCTFOkRDybD8atAYXA,BRONZE I
_ikPKoiBUEqCMCdfjTvlPDcoUJoXLlXxLb-4NCmFx0HM9D1FvgTQqatO7jXdQpzx8cpNta1WTAti7w,BRONZE III
2-OJl35HImSA5sKCPp4ugT0V0X9X7Auefz0_-iCu8MqHVU7h37esBNV0ZOS0wa-y0R6WWiGFNcpFNg,BRONZE II
hBvoJ-nCVZdlKI-71WVxTZtYzsJLa2G7OvhaZZnyTVfsJ22ocqhqPeOvzp-4y-vyRNz8PDxfvxGoIA,BRONZE II
il7OzvEd0xPCjm1Moji8OUiW1s__m5oOB76HaamT7gJ4fgkks65k0uS3LZO8xruuEVH6L48Wqje5xQ,BRONZE I
L0B0fBgNNB94mXkNaBoAiUuqvwL2z2Hv82CnTBD0P9hQEozSjebdZ_gdnl8ZQHRbovbW9D2Ba-Vq-w,SILVER IV
IlTFw_RE98KvYKss_8cNEQ7Rj_dkTXuLmtccaaUNgYDP1AHg52W5OPseU5KjB_nM-BttbJQz_3ORKA,BRONZE I
m3l-lw5JUyBPROz3FGuBX6zlvEQwpg_4rZrhb4rcmqZIULV2gfVEWEmLNjTRIzI0j--9VPC8rvaV8w,SILVER IV
md2kFXuhlNfriABfp7SEIWcDffvtZXKa0cRYk7O1RYI1CTM-S0QenIDk1gFnLwX4nwoF7gfNupnD-A,SILVER II
w0ifaB4u4DxU1nPIvz83SuJrmJTKFuc1xE7sPMZI4HySHls4d2TBTJs1_rKTUgLadGI-vWS6pG7nAQ,SILVER II
az2sFVF31eQauXl78i2drpl95314c7xvnvKcmItkZrcmsZYxiOfrwV9MoUKAiXWn7gL0SD1D5XhS6A,SILVER II
F9zCaZmLiV_RoooYpUnlT0Qu3d_1JAdqXhMgLuG7WEEaEhreg5A3JEDJdva2UTyIaoUXP3ZFHxdyGA,GOLD IV
J5c_3c8iAkyJ8qhpiBkJ-Rdsngm_qDjkwnWVSnzQEsHvXGERNACuMbYiXID349ydMxaRdOIoEXo0Qg,SILVER III
gfZGyymf42Dwb98T1rgKfx4DdJCksQL1qHULXeTjmQ6W-QTiidflrwr6DdZMd1onQ7EC5_eT-WyIjQ,SILVER I
xc88JPdnEYcye9gEwDm-mu0ocwqRU7qmpOlUxwIZAgeAmyMXo19z-TnZnM4eA1zAoZE1OolhV0p2ww,SILVER IV
doxfvbMFRmtmXhTWK9qMlJz1AJIwUVa20kygz9XPgNXVT5wi2YdcECowxpGBGwgtS2r-HDO1Q3R8ag,BRONZE I
5C5rjAWtqGGfclTCdQTnt32vFi_tY_BQNIrKO51sRXAu5UP09HByDshguz3-laPbs4c-GQTV-NETkA,BRONZE IV
pMdoPrGzMW-o1JGgvGUbQLHY5yKfWoopZl9MxJwTmv2RA0IgQXA145jjClyxoxcmMa-jQHFokhvhsA,SILVER IV
Qd8lRsFtfA5Fzi8BGS0b5HrLQjV8zMMC8DmTntt5PR_FDA_Z9KRNLK6EhNI8qUomEEDIGmFr9FuhOA,SILVER IV
J3Xr86LRWAAldPZs_ROhXVr-cYlhCUq1pH1ikSbAmAFDTn39TpWzQjFGrNKNX97YjAcw3DHPdqV9Ow,SILVER IV
WkfcDtOGjNCFXP4G4AhUxHqPwkRMXVZdOdDCsJNFVoD2r5eBc3KDWd20kVibOtWF7aXBCejh93gLVA,SILVER IV
PEHyXKIhDHlHK7huY0ml28gwwJerZ5sKk8ZvbA7sbtkD1BG1OJ-JY8_Z_ndaDuFatQFMKSNPKex7Bg,BRONZE I
y0IN_ONX36UwJFeolTp3xezSS1lJdPkfdN06dIF3SflITG8Xhwb8ESxRo030nGoKPZJJ-DmhAsx21g,SILVER IV
JF7PzNWjhpb0NisolU7aE0JZvTEJjerFVpObd9OlX9LBsm_U8R4CrQwPFeger36tznmuF-hbuFmu8g,SILVER III
guGss3BEVGolddLPOMru26nBQKDvMPYagR2Ky93f1O0_gn0069pYwSVXyDl6Vc24dToqAr1AJisVcg,BRONZE III
nkzAyFJjRoTaYY8FF5kpN_CJgMWwMBuj3OFZITuplwlxK7rrLHoo0AwjUUygka7BKCcp5iP3cM_eeQ,SILVER II
uEU3bfJKToYT_YwRcaE5WYM_Q7OnUqAolJlMHwkaE58-6AmY02xJ0DUOhWfokExCjaAVyiEw6y2qiw,SILVER III
cwI-g5II6McAD-yvFTBSl_rzwPXLAk0XcBmDuf4PfEkJ9Iw_nrrCGbfZ8LAxG-hvJ4igJlslL-D_FA,SILVER III
CZR26w1KiibUUQDUK_KXnGXuqecRnxUGb3HQWHrU311MgDFOfbyY_e88cVYd1E0dO1UCRS0Fq4ze5Q,SILVER IV
Wmf92hdkQbcpqP44z_bJvDwwRJAZf_tATXohgDDvq0_HHcEO3uTdYOXBbMw4kmo73jGarwiomYDkxw,SILVER II
OPLx7nerZSX3290kkiqqGvmCKi6GVRLH8ZptiS_4FfC0oElcZ4gyNQSbzN0yxxnSkqt7OE2gneY_dA,SILVER I
ARN8lH2vvmmaMbHrp-llh5zCfdVKQAzqlAZG0Ul1W2s9Z2UM5hPS8S30PQNzgIqaa2UCjFeQM1L-_w,GOLD IV
eRBHuPp5y0VtOpGSOTTUEqOGptu9AthanANzJhfLWpbX4GnugaUSksaxuvCNavriE3Z_YeXMlkmGTA,BRONZE IV
EQb_lx1uZW_TSvpeGJsRza-b11-j1JeEslEag189rib-yFT4bz0qkz5rS83GOw1-3BAiztuYtwY3YQ,BRONZE I
cc-oiQkwiQNPx1_E__Mh0o4GifYtmTsrVCnZb_aMawtZc_vzPHDdv_QWnbr4kZ2JfOFvsfvX5WuUeA,SILVER III
rn9zHOOVUNaat09E9KjkFRn8f5y-OBq-FJFZQimT3Wfmol7oNcb-d9ZtbmHIv5zaTCRa-9x1EQ0y9Q,SILVER III
ldeCSC2wj6FrZ9w6EDChijBBl39psKtN_v2fdc-fAnE-0tvXwxZ6Bn4mt1c5WFKIhKSpXynsXgl7LQ,SILVER IV
WoG-L1xOp5um7Tdp5XjGi2fHiuR1Di6rwv6dUmgUAtpv9v5XiX6pvs-W0RUB7NSDWjuOoOQwQWE7Zw,SILVER IV
-paS-rTEevDInngl1cbRGnck0bLMz9wIwiJDw9CvohpGri1yuDYx4PjeU4sDbX3K-38KNrcSBjXl9w,SILVER III
XQm8QeLLxYs3G-yw792UMheoRPFf4C8CaBhbXPUTwDtlJgtFifOL-UkeuYEhXVygatROkkwfn9XTUw,SILVER III
uSEIvEZZusADfmzkHGc2uTOpYug3W_D5citDyFOjPkNcxPd6OF6r3ycuz_kXUh8GsiWgTvWseWHw8g,SILVER IV
95nAx8X82kyQNZ_XGYkSpedSKaDkQsilBCINwgIpt5lqu0SfQcubn2WXcT8eYHcIgldgY2bTEX5U8Q,SILVER III
7fcB0iCzQbKAmLUnialcXlqf3A4AcZE1m-c6ytXQuDBjIXUv-_4wFq2h0pztr7U7zCQsnnhcLYA9dQ,SILVER IV
DLeCoiXtMhmAeMqLlZmbEmVPNE8QlHcCzXiP109camaEr5QxQkjfdqulg2z4EjejMypiv9JIHc9WRw,BRONZE I
psLNSWP-ZaJErFV3-kSCrFVnKsq-NNYGalWadnKSZxXwi0qWmCG-zkY8VCco80C--Zbpm0p3Q00BqQ,SILVER IV
K9SCfiFBYLFcdvuZgJrhYlkrSzxBSBwPdGLQQtkxBJILMMySqwvVB8lIiaYOUX96X5Y7xQ1KzLFZWw,BRONZE III
8H_hlAJiTtfwlOh4CkWuCswkpOH0SpEcCQt6-bdiNl5_Wl03wI4xg97JBwflQD5UGyH_GrhmDVvDOw,SILVER III
GxRyugcK81XoeydavrPO4J4xdYcics8n0SROaVZuA68mLMyuFnLe2Q8Jifw0wGitJE8yemVa8eq3tw,SILVER IV
m5GC71gMZ2UkrcnMwnptDVQqCQgqbYax-IM9WcbDnn_58OFauTojJoyOH7kfg5zELh3qt4oPnca_Pw,BRONZE IV
tcKLYvdTbyaqcMohGisP5SplBZldQTsmKq5X4_orgCVJdeIynELNaROzbl6vEP4Xhb7jokDbWtnZcw,SILVER III
x_Mu9urmkMUZbEqFqSGpGj5SOsosyFUYos5Fcnx5y6MHo1rSEOgT_JBKVpBopDtFwhpb-rBFycMg7w,SILVER III
T_zovS8onEia784O-Js_o8v0MAGq-VbXTD0pIRW6sbuDrxop7bHdCHlYNdYg4268oUkAL4DpciZPwg,SILVER IV
zm5rkIxK7bgnlJ9xb6_pR3XiFiK4gycJIF4DDUXGdbti3GD8cZsPWfl7gbmcqG68MgHAxqj4boM7sQ,SILVER III
vocmEWML2PzJ8yF3bgpKexGdhd7mv08qBDS2XmAD2bmsFYujG9-D50Y0jZRm5HAWEO4T_ihGXLeMnQ,SILVER III
6kzn-WALCx-qwkgg07wGsa259noVWKkPf90vlE_mXFnO145KqucSAKxrRnqg3a_KlWHoLjY49E-Vqg,SILVER II
9zXtTK0n912AK3Ma9CtVxQECnmKcpo8Zi08ByR0Bq20QiwHyEHqQFlEWeyQkGyqVgAGtZEsOcIGp1Q,SILVER III
XT1jHUdSQfrO81R_1yjJ0__g468LqyAqQ5VdPmD3-Ymimxm89P5L_VdP1I2Dnr6YYLYDZVUjvFS9kw,SILVER IV
sk1viNzXooHethsyN6g45MX7Vf5f2KDcQ9QH7N1e0kWrgfjMsuvSgictfjrZGKJ0j1lT-uRGllHLRw,SILVER III
cyl-LPrMpUFQwn1idMJThS0Z6VfSIw_DpLUti2Df4Ufx4xZyOpgi0uv0JeERSSVPe9eR9nIh3KEHrQ,SILVER II
fH5ngbUjTr6z4JHd1uy-cKk-hMPIMNTCF6pD9wbGpnPPXRNYom15Ux1aIB3I7iz6jq9Rsx6Z0KwhAw,SILVER II
S6iSz0Hnq98WCTgbSEC5qG3XiqzlNpJLp5IQadNY8EiZwf4zQemoQVE03q9t5at_ctb53naEygeALw,GOLD IV
qAfv9wRz8hdoHMTqKdsFhkcove4LWtFEk4fnsCovPxxEwxTB4eIlGnVYU13nXHP6G_BsvrUJdHtVIQ,SILVER III
MvVvQ2FXA12y0Nlyd8UeZQ1w3OZgmM-yJylD7VmLuGLkbZrgEsmTrOvy4jgdAhlAGc0wn0ffweB0Bg,SILVER III
p7ZxxGoQEtVADuBHmod_SiZuT1_pF5L_JO_-L93VXcOIUKq3OrkQSWQ_B19ZMKlbSCpJfS9uOXZGiQ,SILVER II
eH4TdfzDvEd9gwqk1JgKQCpoMoYwL0S7unwTUcM4b9AAM7K1OCTGvfuWt2BAHtQismxwHHgqz6RjIA,SILVER IV
kFnTwITy9_upCUZRxQPdsjgs-fUSyyoQIW1ceTwp-ysiOYaccBgY9vOsIe6Fz1PoCJ26bs66Obzudg,SILVER I
8q3Us4MoyhdyMuXuQfXpVOJRbVomYgnI9n1gAio-klKfY5VLCLSeoNuDn2JzqC8yvYKgLnXKxQj9jg,SILVER II
LvQjsYyEsr3ZP3IDlNYY8D7zs232QeW4nID7Jcs7XVwCnFCDeR2D1hI19N915Yu9R7qfnCKCl9vTRQ,SILVER IV
0fthBkYhrlfTkCLkls2sPtCrLAOhoahBFebIsRCuZ0lHQiM_DiuE-A6txEs8BfkeND4uDRbfZrFZpQ,SILVER III
hWBDwxFXpW-jO0c28o-89lE2GlAHA8J04mBfdKecurivDQ5jygdYPHKSi6CLIxd3qG-RG2OZycNn2g,BRONZE II
fbP2UOxodc1k1ZRzT2hDN-KZXQI3jLifXletsvAYrUcCD1ShhpDng0fTHdhiyjZ25QSen-OL0u3ezA,UNRANKED
2sEf7UkVkhd0zVC1iO77W7sKCQrDAnh03X4gkO-N5Es2Mw6BCNso7pF3bvRLvDwDSAocmSu8eMuEmA,SILVER II
lWor_s1wi-W2w1psOmRiUHFnw_Wjasa3Zhk_c924AWSKgDyMjZU74a2yqxGlDtZmlgMaqlruaCh64w,SILVER IV
E52-oI_xBVVUl6e8vTLptVSGt5H4pAwfYSnkzCClx_dQnex0E_qKo2h5oAoWqo4vq1Pg7v5Vl9YkCA,SILVER III
vCEENjnEJDaNFBTOEHM0dsc85JLeFW0bqM_lBo9B7Ne7gIZKu6uVdRHA4Al3I7JYyrCYzernI-ooDg,SILVER III
dHs9_kJ6OZe3tuuz2o-HNaB-TuOZp5BGbqe2zVBk3D4aVGJcuZjaJ_qRQH9ujqpG7Dh5H29RajSkcA,SILVER III
T6C3r5SNozz_6lb3jADryo22tGpJcPZ98Yk_8NkPTD2-i9WZRdIHbSjGfoTaMBrYzTQBZMLr-LFMlA,BRONZE III
XR3muEt5wNSx9sZ0xyUP99HUX6cgqi6MsdntsqA0np9YkV6EkrRVqtnK3nfDQYHefRDV7egmlcSnMw,SILVER I
tsJmMm7IrSVmpu6paDQoQ80MrHE7S3At9Uln3yFL6MiXVhJYwRscfiB-57PwUR1S7UxDOspKwiJKcw,SILVER IV
fPqo_qEzIElNe-Ph55KLMZB6r0b33ExCI_SriyAQFo2fjTcgYT1cMkc3Vg4H9IrnxZ_isO43lsXxkg,BRONZE II
XTpfUFDzBNQL7IxabGgw9LYyXKg2H7OiW76lRyJuyiupalhk0N9I1Z1PqStiQzsOkV-R3cHCL7hWCw,SILVER IV
KowqMoKIxZfiUK0ONusPFmj-5jJIhY-zyFmyAmhbK9-86x8duqKLusQeRMG9Iv8Q0VZAjQd8BJaleQ,SILVER II
QJXJldC5RtFz7GdlySo1pZIvRs6Vpa-r0-Msyy6LO4xobxt5B7QmYJSR_YsCeXI_xeI4tw5jmER1tA,SILVER III
kU_M8z-WLNca1Ie-13ZZU4JenayNP9pWha7kJ0wkAv7cLfVhh_kmayvkTcDrYbfWK3BKicPF-x1pWQ,SILVER III
UPy3NraoCijS5sWIN4KJyopw7eBaYW8IPFKS5HqdsB_YlBpyFTGqLE0dBBjetmWcMiV8Vk2SSvdrhQ,SILVER IV
iNNQLLzlewNxcMdQAEXGtmPuJJXKZHvIM7W_gpjeZHFKozL1ZgLfqIqnsymB2Ro2lYI6LFMGdeX6Fg,SILVER IV
xdzJ1xQA2y5FdieW-IlzP14uKvg_VYtkjVRx40MdSzFxPAYL3rjFVYBy6uqIPJhdLuPapaHOgGyA0Q,SILVER IV
cZ9n-JTyKYyfUWiOzS21icNBQ2YZTsgR0SyjWT2gxkKLvJ6PBTAheu_6IxxeayrR5gg5CQGM-RVhew,SILVER III
VoJoPoCA-bte9uS8cnfO64pqnpV9bCEji0ihX00MsQ3AJ_8fwsI4Pwr63nTQQl8it8_eUt-wE9ZKFA,SILVER III
s4U9WWn2Vz6UoJBIFMk80XIGJT-xJutrGmrP86da6W1DW643D0BwMvh0DloK6aQDGt_zLyGaiAFwJA,SILVER IV
0sR12wboi1pnZpz7Zh82TT94zpNJyjmK3NMYjxAE5uc1sq3Sdjm4s5-dPu8ZDytlKM23-dV3fy8vjA,SILVER II
1YFSGOWkGh3ZMmgEHZwjgABFpThhczE3nsLs9IPvJdWmkZHQZ1-qQfnCC9Nb4hrowW8gvrQkjwMnag,SILVER II
SptWXl-OzknCd-BSTSH9l8h81Uhq5SUyM_LxYZuWnY1EMKGxxXxbNWHprJlNXVnPbtXkxh4OIeG4kA,SILVER II
BbVr5Ge1_adNvBudG3FsAkZa-kOdKvGAooOyvQqgR8xyyPj3wsOF2aJeSw6qaN3FINiRd_PJ74X07w,UNRANKED
uuxJsP_AnOCCCSDqM8zl9FWY0R-e2ujtg3ksNhl5ABOU-54m4c3abRannDCevhoLHW4K03F9eVstNA,SILVER III
rg8LxSaghtrnOVH9ceTaqkjJXMgbZeRytz6X1r_L8T3CWykZxU-Epw5PkZ-t2NCrSsgsYcky7xTVuQ,SILVER I
k9VbNvg8UumBxUwt9Gie5G8rjWot0v25UyW0gmFSHyuLzKNjpdgz-TbqMKnfc7qTt4ZTqBgTicNKYg,GOLD IV
6sko8F6jBy4pQgUfp83Z0JIOiR33wdbJw-eS_-p3epmu95Lv-oKQABiU14Lb2EitjG46VjbClOM3cw,GOLD IV
SkeBnsU9CIph6Gp4-Du5QV2ZOb76EdTuMZSPBGZfVbKjEcMaJiiGlLq0SxV3JDd0aEyo8BfNuVfJsA,SILVER II
fpUb70y3knjXcmbj41TnGxt1zFZEuoJ1DYpBlYFNNtdwPn_fGSpiwUhdBkgBl2PtToruLMLBz887NQ,BRONZE II
gfVGT_vLEtFu4tlD_Xay0mH1U3F7RCUR1cZ7lkcgRn8XRVU5uwOdnCC6QCe8bFLXuiIfqTlvKPxg4w,BRONZE II
_-zfrSdS11eIzETbJNsszQXuWxBLTgnRs5q4-QCm-SjM8d0uBY9zb0OTpvM3JewONnW8kuQRukJsJw,BRONZE II
iRUqLR5iUTao-4ppMB7NNj8CNmURU4gvqi054pEnk2AoX1RtxuRjKVokLdxW8upQ7mjD0sS_oAg50g,UNRANKED
ispOSzfWm_LBiY9Eu65dg5rSmoXZTHeBIVK4lHOyToQMtZEXqxrWND1I5oUDOLduLclGNv6_-hlXbg,GOLD IV
cINjBLkrGTg9M6rMetPYeFlcR2-rkXouUsUsFuwqDfJ4_ndpZq_21nAiuhy2c9_r4h49VNfFkLL-dQ,SILVER IV
XooIbSJfzJK-4xfGaCoydm_-N5WBT7aDNKiX_t2TxhDCkOHN432ViG1jU7mF27oFqQCghFs7yFWRPA,SILVER I
lWGnwKUCBuiEpfUsEbwmi4Q4MSzsH_m9TLEA5Hf4caxUZLn1z-roihES0uTNfmilCB3RBXyWU2xS0g,BRONZE III
xAWPy0Irr0JABlFEINJaRYpEckXCZpLrRql3MIEgau6r3qv-ZvbuiT5gMTJcKRN55BLh0wLw1F1uUg,SILVER IV
ixvKet5_a5c2PWlIafrC6zyfWyFg2SQor2rjUsUgnbXzkULRKNrkemlaSpXij2Nd9LtWm-EyfvpWRw,SILVER I
KdIgUaS0vq6HzDxG8t5LPGjI8jeINlq44aTdFU5zJF9njT_DtSUQ7358Swm3E5tVxUZslhR9rysl_w,SILVER II
YsBY9RV6g0DikjRNjL64Ei12E-NUEM2lXAuEyLof-Ut_kWfHjZl8XXrmcRXckSFL2VfJfjfd7QIv1Q,SILVER I
kiUFnFltBqitLJpvDYNr1vdNFlhMfGNsdW5MsaQlHT7xRdlIJtjQm5sBnP1k-ecOrSRs02VTXhDSjg,BRONZE I
7FFpH6wPtu4G7MHzsynYz56jQM915ntJSBZtNHpzcfDNIktQsnWaTPks3BN46o_AX6Z3Cz2yeE3ozA,UNRANKED
a7WWZXN-W1Jco_-h8oD0aAFWoyCwKLhEUyh2otyedbWxmPKSlGm7HIGyxVUq--ekPH7QE5SH_tD3Cg,SILVER II
C0TveaXgB4aWoODP_vOTUhHTbkdYNfRGJ6wxopML3XmyGnTy7n4TKwq7eGAjKIBvVnqQIPY9n3T04w,SILVER II
GsqdTJ_TMi47Q7TymNDfF6ffOQOb4LsLe0FvU11O6AVHkfjljPQQqADt0D7teV8tpmIiAXVcr4n0nQ,BRONZE I
se03QiFkynJwCNltcdmLOEIow0w1HwRkxRbAx7I9oNNw_dGhKzej6yk_mU_7ibmtwXCOQcCxS8VbDw,SILVER IV
GJxWa3AunO3X2pgfPZTX9k3kMY0vl3_e5oS-lcEnNc5GwMW5-COeFbqPSC2w-6ha2qcb3sSD_UlKmg,SILVER II
ri9ccsb2kVYXZSd2aERyNLeyVJH2qU-IvOti1oAT435ceqwOTmpbmlHiw7hrqb_TAkyFO00njdH1Wg,SILVER IV
DyNZcy8AeODyvcc4eTbi7pSqrZKoHTAYq5ZsOCYYVI83ap6EC-td5ob-gFXLo9XlIXziGQ98qaFxjA,SILVER IV
ClnSzdocZhDX5qpP6aEg5U-55zjihUql3tOFdrOBnVa7nUWUMzDlOLUFNAb8bIAShOZTql4QD5VG7g,SILVER II
0rO9BqGfpRCLl6ULUUfjorvA9FEUYAwlgKzp7Sci3_9jKDyp4bnU9UC7DHbJVtSuJJTVL01HzOguCA,BRONZE I
ZtU1Ly9d4B_6vLcwKgPqeY0lQlJu4pvIiUwGZJM-JrGJmd8lUa1-GtdQDt0CqC722pXh9jvxpAZ_ZA,BRONZE I
3jKTlbxRmgkQXg-WEbHbikBaGR-q_yzIOi0PvRQQ3a4o_Kz5IXawVd_ck6WWGGDf5FsA9WtzGLa7Lg,IRON I
BsB8kji6XvNKPKrpAOmZNQ3NAqzWtxlBOlNQcZsP8v7D0AtXui4-xi2gWeUWoXfDt4qYqIXiaIcz8A,SILVER I
IOhzhzul1i1BQvwtvG0FbYVI2ShOGNPificktQgD2_2bUG9WbmZUEtw2NzpFhl3DXTJaZKNkZCRRKQ,SILVER II
97KvCknYmO0foXD5eLdi8qBn_poHji1CELIUpOOvMyce6vceNuGECFUjEqMrLtPyB2IgyLLey5OGBA,SILVER III
tOxpSCFzBw0rfp21YZYOY5qwE7eX641WrD7JfSansgEIBi_hftGNBxvr1rxwSPuHF9n6WS12iQlZOQ,SILVER III
ZVsWIJgYMMfIhYcrgWni0h99_Hl06csUABIcv-QOyzBv22beScWqqkyYjNpmlHQnkxZGK3-xizP4DQ,UNRANKED
fEy1ORGjbm8SoPFfR1GiGLMxBz6XxER4P7kwFlSiR0eKsAkfsGHcPlDBUZRYNLjjveyEzQVd4QQoXg,SILVER IV
4rtzOsgoe67pFaEFkpfdo7zSscdJIi6lAEIvMiSFlk1I9xhtUVN4iwKf7bJEXQ9BSSsgYZ4me9xrjA,GOLD IV
F8t-JhpkyMKiTE8zUji4khX-JIWsrkxELrpjYTvVaJHbhu-AdfEC--857bx_4kIwzxr-5g-oWEI8eA,SILVER II
9QqHmFlHJ56GTCDRERPAMv6LM7EecBjFfxvXBGL56g9jiGGAgH3NdMwyW8KMXSLGytFeSGiTEYn36A,BRONZE I
UqHYOqbyEk86cpaPozkGNaCfSrkYe2c9E2LN7NQmxLTlvWoXfAvDaLqRkbMgICUUxFCU_oMuAZ3StQ,SILVER II
7rVh20RCD1UbAFz8HwdafqFEftKwGBom6MUnzAJx6Qa65bKgMUe3TuwR5SitveHV3vc7sJRZEdLZxw,BRONZE II
LLJbA4WfANxqOOaVy6WELaK2JLoZmduz3wbVjMyKTmvizvzw7Z-gKy6fWyQSdIe1TuQzxGZiDTCp3g,BRONZE III
C2G5ANWZnFe9RuRr2qgeLNSsAArqUOj18OhHiA7T3U1OX6D6yeBrSpQH071LlcXBLtytLdZMSMBvJw,BRONZE II
C6OL5oD8ooFdL6hmQQdu18ERgwVAT9fSSMtj7KG9xYPGzDVCor_CcAc3Wjp_rNZsGrdT3cTRexXdzQ,BRONZE IV
y1SduTnRrJtwPWKpUDRSqEAdMacRFyCucLncD7RarterE9J3SylW8PPratOIcByNR7rK_uTySk1AkQ,BRONZE III
URMyjESNLJelSqQq0n8KqhwXBO88V43HsDQIM4eA_5X4ukv2IRIoI_7I-2eOgGILEF4AnNw2-XKieA,BRONZE II
Z9dtVKIOGGOLwNjNggBJuVxPQfSQjE0hS8efZWGOeuGs8D2T2XniClAqcjIWIBl9Z3AoxekqnTbrtg,SILVER II
TdG_TpMG3RRiRnBzkJblK2MH92eWAfwQ-nuIbt3Y1w7wInLZbN1GqMDfvTnulIAS6Iu4B0QtXn-hFA,BRONZE I
5QG_4lOTPTg9YfiJn3xVM4_hZ4pwMnpF7H54N51vXmGpNwvAsZKrpipsPV9wTGNYRaN22TmNSPT6Ow,SILVER IV
e37sYiI72aOF5Gf6FzvEXPRvGgfcOFCtuaqkwAKgR6bO8BPw9YVdI4V2p3vXR-giY9lKtsoOoRJ3mQ,BRONZE IV
iVhj_8E7gn0via3oJIwOXeJlc6Dsmgyk8cj9WVfL_SxwTXnQcK875wxEPCHXP3PmS5MrSa_C_D0Z_g,BRONZE II
